                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     88,                0.83693,                 1.0075,                0.37907,                0.55494,                 1.1413,                  0.993,                      1,                  0.995,                0.82335,                0.96687,                0.97368,                0.95638,                 0.8913,                0.69225,                0.33604,                0.13133,                0.49768,                 1.1289,              0.0018277,              0.0018277,              0.0018277
                     89,                0.83335,                 1.1259,                0.38828,                0.54068,                 1.1221,                0.99008,                      1,                  0.995,                0.83225,                0.88586,                0.89474,                0.84829,                0.70253,                0.64307,                0.93634,                0.15337,                0.45651,                 1.0828,              0.0018258,              0.0018258,              0.0018258
                     90,                 0.8098,                0.97071,                0.37295,                0.54925,                  1.117,                0.94676,                      1,                0.99167,                0.80164,                0.82654,                0.87794,                0.84252,                0.72539,                 0.7398,                 1.0123,                0.13899,                0.54156,                 1.1193,              0.0018238,              0.0018238,              0.0018238
                     91,                0.85779,                 1.0744,                0.38693,                 0.5599,                 1.1262,                0.95463,                0.97368,                0.98907,                0.83298,                0.95463,                0.97368,                0.99354,                0.94112,                0.65974,                0.28649,                0.12019,                 0.5023,                 1.0736,              0.0018218,              0.0018218,              0.0018218
                     92,                0.81096,                 1.0089,                0.36955,                 0.5388,                 1.0823,                0.99188,                      1,                  0.995,                 0.8263,                0.91316,                0.92105,                0.87783,                0.81058,                0.62681,                0.54246,                0.14429,                0.43108,                 1.0669,              0.0018198,              0.0018198,              0.0018198
                     93,                0.81168,                0.93286,                0.37469,                0.54228,                 1.0933,                0.99777,                      1,                  0.995,                0.83285,                0.97147,                0.97368,                0.96753,                0.93759,                0.61953,                0.22401,                0.12077,                0.45999,                 1.0542,              0.0018178,              0.0018178,              0.0018178
                     94,                0.84987,                0.91852,                0.36021,                0.56243,                 1.1259,                      1,                0.99307,                  0.995,                0.79341,                      1,                0.99307,                  0.995,                 0.9076,                0.74255,                0.45006,                0.09193,                0.48708,                 1.1267,              0.0018159,              0.0018159,              0.0018159
                     95,                0.80439,                0.84596,                0.34522,                0.52662,                 1.0827,                0.97245,                      1,                0.99449,                0.79485,                0.96773,                0.94737,                0.95559,                0.88748,                 0.7258,                0.39243,                0.11421,                0.42391,                 1.1377,              0.0018139,              0.0018139,              0.0018139
                     96,                 0.8248,                0.88519,                0.35317,                0.54244,                  1.124,                0.99783,                      1,                  0.995,                0.82048,                0.97749,                0.92105,                0.94797,                0.94286,                0.72928,                0.42778,                0.14343,                0.47231,                 1.1481,              0.0018119,              0.0018119,              0.0018119
                     97,                 0.8032,                0.79878,                0.30883,                0.52366,                 1.0884,                0.99661,                      1,                  0.995,                0.82949,                0.91785,                0.92105,                0.92146,                 0.8765,                0.66293,                0.65506,                 0.1258,                0.44362,                 1.1068,              0.0018099,              0.0018099,              0.0018099
                     98,                0.84014,                0.76512,                0.35502,                0.53889,                 1.1054,                0.97034,                      1,                  0.995,                0.79638,                0.94481,                0.97368,                0.97291,                0.95641,                0.69508,                0.36102,                0.14625,                0.51954,                 1.0923,              0.0018079,              0.0018079,              0.0018079
                     99,                0.82039,                0.90233,                0.35396,                0.54375,                 1.1169,                      1,                0.99712,                  0.995,                 0.8356,                      1,                0.99712,                  0.995,                0.98361,                0.65736,                0.18056,                 0.1457,                0.51814,                 1.0845,               0.001806,               0.001806,               0.001806
                    100,                0.81134,                0.94696,                0.31259,                0.53402,                 1.1122,                0.99829,                      1,                  0.995,                0.78312,                0.91871,                0.89228,                0.90737,                0.87584,                0.76294,                0.65994,                0.10168,                 0.5341,                 1.1445,               0.001804,               0.001804,               0.001804
                    101,                0.83234,                0.93505,                0.33369,                0.57196,                 1.0919,                0.96975,                0.97368,                0.96926,                0.71309,                0.89112,                0.89474,                0.86688,                0.77752,                0.77972,                 0.7795,                0.08332,                0.55354,                 1.1783,               0.001802,               0.001802,               0.001802
                    102,                0.86274,                0.87386,                0.34251,                0.56687,                 1.1582,                 0.9742,                0.99394,                0.99449,                0.80859,                0.92262,                0.94149,                0.90246,                0.84988,                0.70961,                0.47144,                0.09196,                0.54515,                  1.155,                 0.0018,                 0.0018,                 0.0018
                    103,                0.82919,                0.92136,                0.35064,                0.53951,                 1.1127,                0.97298,                      1,                0.99372,                  0.791,                0.97298,                      1,                0.99372,                0.90754,                0.69201,                0.32439,                0.09508,                0.45253,                 1.1579,               0.001798,               0.001798,               0.001798
                    104,                0.80126,                0.99756,                0.34386,                0.53102,                 1.1083,                      1,                0.97047,                  0.994,                0.83337,                0.97288,                0.94416,                 0.9608,                0.88288,                0.68244,                0.52502,                0.10462,                0.45324,                 1.1443,              0.0017961,              0.0017961,              0.0017961
                    105,                0.82708,                0.73294,                0.32917,                0.54231,                 1.1262,                0.99571,                      1,                  0.995,                0.83962,                 0.9171,                0.92105,                0.89571,                0.86276,                0.66044,                0.52799,                0.09832,                0.50773,                  1.128,              0.0017941,              0.0017941,              0.0017941
                    106,                0.80961,                0.70864,                0.32539,                0.49392,                 1.0997,                0.99736,                      1,                  0.995,                0.81857,                 0.9448,                0.94737,                0.93434,                0.91627,                0.67215,                0.34897,                0.11385,                0.45157,                 1.0684,              0.0017921,              0.0017921,              0.0017921
                    107,                0.76804,                0.70643,                0.32063,                0.49748,                 1.0685,                0.99795,                      1,                  0.995,                0.80361,                0.97164,                0.97368,                 0.9629,                0.93778,                 0.7063,                0.30069,                0.12029,                0.42839,                 1.1571,              0.0017901,              0.0017901,              0.0017901
                    108,                0.77851,                0.87427,                0.32089,                0.50175,                 1.0888,                0.99773,                      1,                  0.995,                0.84575,                0.91884,                0.92105,                0.86682,                0.79527,                0.65204,                0.49641,                0.13995,                 0.3988,                 1.1292,              0.0017881,              0.0017881,              0.0017881
                    109,                0.82074,                0.84103,                 0.3168,                0.54787,                 1.0862,                0.99653,                      1,                  0.995,                0.84981,                0.97022,                0.97368,                0.96273,                0.92999,                0.65789,                0.31176,                0.11366,                0.44539,                 1.1381,              0.0017862,              0.0017862,              0.0017862
                    110,                0.80591,                0.72286,                0.30587,                0.51593,                 1.0901,                0.99649,                      1,                  0.995,                 0.8291,                0.97026,                0.97368,                0.97454,                0.96137,                0.67247,                0.28748,                0.10282,                 0.4625,                 1.1201,              0.0017842,              0.0017842,              0.0017842
                    111,                0.79651,                0.67987,                0.28953,                0.49675,                 1.0824,                0.98763,                      1,                  0.995,                0.81587,                0.96915,                0.97368,                0.97607,                0.90127,                0.68003,                0.40768,                0.07068,                0.43323,                 1.1055,              0.0017822,              0.0017822,              0.0017822
                    112,                0.80774,                0.65679,                0.30293,                0.52217,                 1.1049,                0.97212,                      1,                0.99372,                0.83445,                0.94647,                0.97368,                0.98971,                0.92158,                0.62429,                0.35942,                0.09783,                0.43938,                 1.0761,              0.0017802,              0.0017802,              0.0017802
                    113,                0.82274,                0.79073,                0.31627,                0.52891,                 1.1048,                0.96796,                      1,                  0.995,                0.81427,                0.94249,                0.97368,                0.95867,                0.94843,                0.66384,                0.31294,                0.12305,                0.47567,                 1.0573,              0.0017782,              0.0017782,              0.0017782
                    114,                0.79608,                0.71141,                 0.2957,                0.49365,                 1.0815,                0.95556,                      1,                0.99244,                0.84954,                0.92989,                0.97368,                0.96439,                0.94672,                0.65506,                0.31535,                0.10214,                0.43473,                 1.0858,              0.0017763,              0.0017763,              0.0017763
                    115,                0.80908,                0.67193,                0.28552,                0.48035,                 1.0925,                 0.9719,                      1,                0.99449,                0.84417,                0.89449,                0.92105,                0.88231,                0.86312,                0.68067,                 0.4589,                0.10156,                0.45867,                 1.1113,              0.0017743,              0.0017743,              0.0017743
                    116,                 0.8352,                0.77105,                 0.2848,                 0.5262,                 1.1211,                0.98163,                      1,                  0.995,                0.83834,                 0.9558,                0.97368,                0.96138,                0.89791,                0.67147,                0.31786,                0.10408,                0.44474,                 1.1136,              0.0017723,              0.0017723,              0.0017723
                    117,                0.77788,                0.61914,                0.28546,                0.47397,                 1.0522,                0.99696,                      1,                  0.995,                0.82809,                0.99696,                      1,                  0.995,                0.96767,                0.71592,                0.16366,                0.08966,                0.46352,                 1.0971,              0.0017703,              0.0017703,              0.0017703
                    118,                0.80068,                0.87452,                 0.2669,                0.49009,                 1.0903,                0.99468,                      1,                  0.995,                0.83494,                0.91602,                0.92105,                0.89099,                0.87467,                0.68301,                0.49476,                0.10328,                0.60058,                 1.1102,              0.0017683,              0.0017683,              0.0017683
                    119,                0.79638,                0.75309,                0.25732,                0.47896,                 1.0738,                0.99615,                      1,                  0.995,                0.82625,                0.81251,                0.81579,                0.76981,                0.70601,                0.68072,                0.77044,                0.12578,                0.51991,                 1.1353,              0.0017664,              0.0017664,              0.0017664
                    120,                 0.7882,                0.63266,                0.26758,                0.50147,                 1.0841,                0.99784,                      1,                  0.995,                0.84225,                0.97149,                0.97368,                0.95578,                0.92861,                0.64971,                0.32142,                0.08598,                0.42623,                 1.0877,              0.0017644,              0.0017644,              0.0017644
                    121,                0.77421,                0.66975,                0.24928,                0.51903,                 1.0641,                0.99689,                      1,                  0.995,                0.83635,                0.91818,                0.92105,                0.90334,                0.87232,                 0.6381,                0.51709,                 0.0842,                0.38801,                 1.0603,              0.0017624,              0.0017624,              0.0017624
                    122,                0.80901,                0.68135,                0.30767,                0.51212,                 1.1014,                0.99768,                      1,                  0.995,                0.79092,                0.94512,                0.94737,                0.93206,                0.86373,                0.74944,                0.50049,                0.09334,                0.47669,                 1.1323,              0.0017604,              0.0017604,              0.0017604
                    123,                0.78333,                0.61939,                0.24946,                0.49582,                 1.0844,                0.98921,                      1,                  0.995,                0.84144,                0.96318,                0.97368,                0.96402,                0.89575,                0.67775,                0.34345,                0.13148,                0.52448,                 1.1003,              0.0017584,              0.0017584,              0.0017584
                    124,                0.75654,                0.57012,                0.24652,                0.47606,                 1.0668,                 0.9939,                      1,                  0.995,                0.83137,                0.94159,                0.94737,                0.94326,                0.91744,                0.66785,                0.40357,                0.11148,                0.55669,                 1.0899,              0.0017565,              0.0017565,              0.0017565
                    125,                0.80612,                0.72176,                0.26273,                0.50641,                  1.088,                0.99474,                      1,                  0.995,                 0.8235,                0.96857,                0.97368,                0.97245,                0.94171,                0.68022,                0.32343,                0.11408,                0.58694,                 1.1184,              0.0017545,              0.0017545,              0.0017545
                    126,                0.82576,                0.71725,                0.25119,                0.55274,                 1.1218,                0.98774,                      1,                  0.995,                0.81075,                0.88326,                0.89474,                0.86731,                0.81795,                0.72886,                0.60955,                0.13708,                 0.5015,                 1.0984,              0.0017525,              0.0017525,              0.0017525
                    127,                0.78609,                0.75769,                0.27882,                0.49893,                 1.0637,                0.97055,                      1,                0.99449,                 0.8226,                0.86807,                0.89474,                0.84738,                0.75821,                0.71228,                0.64583,                0.13506,                0.55054,                  1.103,              0.0017505,              0.0017505,              0.0017505
                    128,                0.72573,                0.54956,                0.24255,                0.47313,                 1.0458,                0.97424,                0.99555,                0.99449,                0.81049,                0.89704,                0.91718,                0.88219,                0.85475,                0.67493,                0.50403,                0.09867,                0.46188,                 1.0771,              0.0017485,              0.0017485,              0.0017485
                    129,                0.80109,                0.67662,                0.23244,                0.49033,                 1.0741,                0.99841,                      1,                  0.995,                0.80946,                0.97195,                0.97368,                0.96338,                0.87635,                0.65094,                0.41485,                0.10481,                0.43933,                 1.0538,              0.0017466,              0.0017466,              0.0017466
                    130,                 0.7582,                0.58305,                0.21358,                0.48363,                 1.0502,                0.99778,                      1,                  0.995,                0.81017,                0.89372,                0.89474,                 0.8389,                0.75546,                0.73292,                0.52119,                0.08301,                0.44696,                 1.1197,              0.0017446,              0.0017446,              0.0017446
                    131,                 0.8061,                0.71795,                0.23399,                0.50483,                  1.089,                0.99732,                      1,                  0.995,                0.79411,                0.99732,                      1,                  0.995,                0.96163,                0.73226,                0.16978,                0.08985,                0.41281,                 1.0934,              0.0017426,              0.0017426,              0.0017426
                    132,                 0.7742,                0.79172,                0.24502,                0.48185,                 1.0634,                0.97358,                      1,                  0.995,                 0.8123,                0.97358,                      1,                  0.995,                 0.9771,                0.78262,                0.14741,                0.08575,                0.56768,                 1.1075,              0.0017406,              0.0017406,              0.0017406
                    133,                0.78143,                0.84242,                0.23611,                0.50917,                 1.0712,                0.97794,                      1,                  0.995,                0.85166,                0.97794,                      1,                  0.995,                0.90667,                0.65838,                0.19799,                0.10143,                0.58631,                 1.0496,              0.0017386,              0.0017386,              0.0017386
                    134,                 0.7602,                0.71962,                0.29076,                0.49819,                 1.0716,                0.99515,                      1,                  0.995,                0.83406,                0.97197,                0.97368,                0.97554,                0.91344,                0.75516,                0.28445,                0.07836,                0.51621,                 1.1609,              0.0017367,              0.0017367,              0.0017367
                    135,                0.79201,                0.81185,                0.29181,                0.52288,                 1.1133,                0.99342,                      1,                  0.995,                0.82924,                0.97431,                0.99793,                0.99449,                0.95572,                0.74073,                0.24611,                0.09978,                0.47755,                 1.1473,              0.0017347,              0.0017347,              0.0017347
                    136,                0.78837,                 0.5646,                0.21647,                0.48915,                 1.0665,                0.98111,                      1,                  0.995,                0.81437,                0.89966,                0.94392,                0.89892,                0.85486,                0.66013,                0.47838,                0.12097,                0.45084,                 1.1162,              0.0017327,              0.0017327,              0.0017327
                    137,                0.75344,                0.53631,                0.25376,                0.49117,                 1.0771,                 0.9974,                      1,                  0.995,                0.83486,                0.94491,                0.94737,                 0.9069,                0.87267,                0.62276,                0.49491,                0.13689,                0.39557,                 1.0733,              0.0017307,              0.0017307,              0.0017307
                    138,                0.77702,                0.62069,                0.25582,                0.47464,                  1.068,                0.99764,                      1,                  0.995,                0.83748,                0.94488,                0.94737,                0.91414,                  0.868,                0.60214,                0.37098,                0.16771,                 0.3777,                  1.025,              0.0017287,              0.0017287,              0.0017287
                    139,                 0.7612,                 0.7391,                0.23217,                0.47046,                 1.0606,                  0.988,                      1,                  0.995,                0.82104,                  0.988,                      1,                  0.995,                0.98188,                0.64838,                 0.1235,                0.14354,                0.39027,                 1.0485,              0.0017268,              0.0017268,              0.0017268
                    140,                0.74818,                0.58217,                0.23374,                0.48491,                 1.0513,                0.99726,                      1,                  0.995,                0.84306,                0.99726,                      1,                  0.995,                0.98274,                0.63595,                0.14876,                0.10732,                0.40608,                 1.0309,              0.0017248,              0.0017248,              0.0017248
                    141,                0.78963,                0.65723,                0.20651,                0.51116,                 1.0631,                 0.9968,                      1,                  0.995,                0.84355,                 0.9968,                      1,                  0.995,                0.98707,                0.61249,                 0.1737,                0.09804,                0.39899,                 1.0439,              0.0017228,              0.0017228,              0.0017228
                    142,                0.75482,                0.47993,                0.22358,                0.48569,                 1.0576,                0.99669,                      1,                  0.995,                0.84425,                0.99669,                      1,                  0.995,                0.99305,                0.60765,                 0.2082,                 0.0878,                0.37854,                 1.0337,              0.0017208,              0.0017208,              0.0017208
                    143,                0.79993,                0.60795,                 0.2502,                0.51672,                 1.0806,                0.99574,                      1,                  0.995,                0.81798,                0.96936,                0.97368,                0.97561,                0.96328,                0.66278,                0.31468,                0.10223,                0.44155,                 1.0987,              0.0017188,              0.0017188,              0.0017188
                    144,                0.82433,                0.57543,                0.21582,                0.50963,                  1.088,                0.99628,                      1,                  0.995,                0.82135,                0.97006,                0.97368,                0.95705,                 0.9032,                 0.6994,                0.45016,                0.10942,                0.43927,                 1.0657,              0.0017169,              0.0017169,              0.0017169
                    145,                0.76843,                0.70517,                 0.2432,                0.49888,                 1.0786,                0.99631,                      1,                  0.995,                  0.835,                0.96994,                0.97368,                0.95899,                0.94051,                0.68436,                0.20805,                0.07658,                0.43649,                 1.0798,              0.0017149,              0.0017149,              0.0017149
                    146,                0.77759,                0.57012,                0.20454,                0.47369,                  1.095,                      1,                0.99086,                  0.995,                0.81953,                      1,                0.99086,                  0.995,                0.98697,                0.65692,                0.14696,                0.06444,                0.52104,                 1.0752,              0.0017129,              0.0017129,              0.0017129
                    147,                0.78193,                0.52604,                 0.2198,                0.48923,                 1.0773,                0.99963,                      1,                  0.995,                0.86181,                0.99963,                      1,                  0.995,                0.99338,                0.58452,                0.10072,                0.07242,                0.41505,                 1.0268,              0.0017109,              0.0017109,              0.0017109
                    148,                0.72962,                0.45502,                0.21289,                0.46518,                  1.062,                0.99784,                      1,                  0.995,                 0.8219,                0.99784,                      1,                  0.995,                0.98107,                0.65476,                0.17619,                0.10165,                0.41739,                 1.0636,              0.0017089,              0.0017089,              0.0017089
                    149,                0.76471,                0.64016,                0.18979,                0.48884,                 1.0455,                0.99726,                      1,                  0.995,                0.84552,                0.99726,                      1,                  0.995,                0.94894,                0.62945,                0.16692,                0.10365,                0.44145,                 1.0427,               0.001707,               0.001707,               0.001707
                    150,                0.71116,                0.51511,                0.22485,                0.45704,                 1.0452,                0.99703,                      1,                  0.995,                0.82763,                 0.9708,                0.97368,                0.95756,                0.90262,                 0.6508,                0.21089,                0.09479,                0.43708,                 1.0662,               0.001705,               0.001705,               0.001705
                    151,                0.75626,                0.57547,                0.24616,                0.47628,                   1.07,                  0.998,                      1,                  0.995,                0.83921,                  0.998,                      1,                  0.995,                0.98653,                0.61412,                0.20348,                0.08232,                0.44565,                 1.0377,               0.001703,               0.001703,               0.001703
                    152,                0.76526,                0.67867,                0.23542,                0.46628,                 1.0866,                0.97385,                      1,                  0.995,                0.85766,                0.97385,                      1,                  0.995,                0.99201,                0.59811,                0.14076,                0.07769,                0.36165,                 1.0196,               0.001701,               0.001701,               0.001701
                    153,                0.75978,                0.60001,                0.20887,                0.47594,                 1.0863,                0.97353,                      1,                  0.995,                0.83943,                0.97353,                      1,                  0.995,                0.98883,                 0.6596,                0.13452,                0.09467,                0.39097,                 1.0373,               0.001699,               0.001699,               0.001699
                    154,                0.75926,                0.49357,                0.18962,                0.45946,                 1.0496,                0.99389,                      1,                  0.995,                0.85118,                0.96773,                0.97368,                0.96372,                0.91549,                0.63929,                0.33972,                0.12387,                0.37272,                 1.0289,              0.0016971,              0.0016971,              0.0016971
                    155,                0.71894,                0.49201,                0.18937,                0.43702,                 1.0315,                 0.9478,                      1,                0.98085,                0.83583,                0.82899,                0.89299,                 0.8305,                0.77829,                  0.625,                 1.0667,                 0.1583,                0.40496,                 1.0304,              0.0016951,              0.0016951,              0.0016951
                    156,                0.73874,                0.58044,                0.23306,                0.47261,                 1.0519,                0.96196,                      1,                0.99372,                0.83978,                0.91731,                0.92105,                0.92977,                0.88153,                0.61148,                0.49248,                 0.1285,                0.39009,                 1.0244,              0.0016931,              0.0016931,              0.0016931
                    157,                0.77324,                0.58837,                0.21253,                0.47519,                 1.0699,                0.99681,                      1,                  0.995,                0.84537,                0.91835,                0.92105,                0.90948,                0.90436,                 0.6321,                 0.4986,                0.11033,                0.41667,                 1.0424,              0.0016911,              0.0016911,              0.0016911
                    158,                0.71271,                0.46729,                0.19119,                0.45574,                 1.0454,                0.99606,                      1,                  0.995,                0.80595,                0.94363,                0.94737,                0.91463,                0.87601,                0.64463,                0.52315,                0.12997,                0.40349,                 1.0311,              0.0016891,              0.0016891,              0.0016891
                    159,                0.74772,                0.45904,                0.21039,                  0.462,                 1.0393,                0.99607,                      1,                  0.995,                0.84038,                0.96986,                0.97368,                 0.9581,                0.94682,                0.59573,                0.31092,                0.10052,                0.40167,                0.99834,              0.0016872,              0.0016872,              0.0016872
                    160,                  0.738,                0.50112,                0.19967,                0.45201,                 1.0336,                  0.998,                      1,                  0.995,                0.85091,                  0.998,                      1,                  0.995,                0.96518,                0.62132,                0.11116,                0.09359,                0.36294,                 1.0165,              0.0016852,              0.0016852,              0.0016852
                    161,                0.73502,                0.59992,                0.18711,                0.44297,                 1.0397,                0.99485,                      1,                  0.995,                0.84679,                0.99485,                      1,                  0.995,                0.98872,                0.64535,                0.06859,                0.08297,                0.39919,                 1.0261,              0.0016832,              0.0016832,              0.0016832
                    162,                0.74564,                0.60208,                0.21481,                0.50165,                 1.0773,                 0.9728,                      1,                  0.995,                0.83621,                 0.9728,                      1,                  0.995,                  0.995,                0.63128,                0.10387,                0.08568,                0.42211,                 1.0288,              0.0016812,              0.0016812,              0.0016812
                    163,                0.71924,                0.56973,                0.22029,                0.46066,                 1.0506,                0.97425,                      1,                  0.995,                0.81851,                0.97425,                      1,                  0.995,                0.97326,                0.63527,                0.25046,                0.08222,                0.38861,                 1.0318,              0.0016792,              0.0016792,              0.0016792
                    164,                0.75741,                0.62468,                0.21478,                0.49129,                 1.0424,                 0.9899,                      1,                  0.995,                0.82006,                0.96358,                0.97368,                 0.9577,                0.93877,                0.70168,                0.31207,                 0.0805,                0.45403,                 1.0772,              0.0016773,              0.0016773,              0.0016773
                    165,                0.77648,                0.48355,                0.22791,                0.49163,                 1.0941,                 0.9989,                      1,                  0.995,                0.81762,                 0.9989,                      1,                  0.995,                 0.9748,                0.63226,                0.13109,                0.08294,                 0.4335,                  1.041,              0.0016753,              0.0016753,              0.0016753
                    166,                0.75509,                0.50003,                0.17619,                0.48936,                 1.0494,                0.99861,                      1,                  0.995,                0.83147,                0.99861,                      1,                  0.995,                0.98677,                0.71564,                0.09071,                0.08167,                0.38713,                 1.0684,              0.0016733,              0.0016733,              0.0016733
                    167,                0.72573,                 0.6144,                0.19078,                0.48285,                  1.048,                0.99561,                      1,                  0.995,                0.85113,                0.99561,                      1,                  0.995,                0.99094,                 0.6785,                0.10249,                0.06886,                0.42038,                 1.1147,              0.0016713,              0.0016713,              0.0016713
                    168,                0.75809,                0.48226,                0.19022,                0.48534,                 1.0501,                0.99488,                      1,                  0.995,                0.83047,                0.99488,                      1,                  0.995,                0.98415,                0.65166,                0.14572,                0.06438,                0.44931,                 1.0811,              0.0016693,              0.0016693,              0.0016693
                    169,                0.78834,                0.53752,                0.19667,                0.47768,                 1.0768,                0.98567,                      1,                  0.995,                0.82856,                0.98567,                      1,                  0.995,                0.94185,                0.63824,                 0.2057,                0.07195,                0.39873,                 1.0581,              0.0016674,              0.0016674,              0.0016674
                    170,                0.73041,                0.62983,                0.21197,                0.47186,                 1.0586,                0.99684,                      1,                  0.995,                0.84437,                0.99684,                      1,                  0.995,                0.97598,                0.64872,                0.21735,                0.06956,                0.39345,                 1.0687,              0.0016654,              0.0016654,              0.0016654
                    171,                 0.7199,                0.47814,                0.19856,                0.44468,                 1.0541,                0.99844,                      1,                  0.995,                0.84541,                0.99844,                      1,                  0.995,                0.99304,                0.59935,                0.13714,                0.06206,                0.36881,                 1.0438,              0.0016634,              0.0016634,              0.0016634
                    172,                0.72938,                0.56228,                0.18041,                0.47356,                 1.0658,                0.99748,                      1,                  0.995,                0.84511,                0.99748,                      1,                  0.995,                  0.995,                0.60368,                0.09706,                0.05239,                0.38821,                 1.0318,              0.0016614,              0.0016614,              0.0016614
                    173,                  0.736,                  0.451,                0.15745,                0.46835,                  1.034,                0.99779,                      1,                  0.995,                0.83713,                0.99779,                      1,                  0.995,                0.99065,                0.61401,                0.09852,                0.04181,                0.37863,                 1.0355,              0.0016594,              0.0016594,              0.0016594
